timestamp,visitorid,event,itemid,transactionid,addcart_category,most_viewed_category,total_events,unique_items_viewed
2015-06-01 17:02:52.202,820159,addtocart,336832,,352.0,808.0,159,111.0
2015-06-01 17:43:46.340,1336835,addtocart,289710,,618.0,979.0,744,381.0
2015-06-01 17:35:01.633,156009,addtocart,279457,,491.0,491.0,3,1.0
2015-06-01 17:30:04.054,1336835,addtocart,250487,,1421.0,979.0,744,381.0
2015-06-01 17:04:11.735,1137846,addtocart,300262,,1421.0,1421.0,9,3.0
2015-06-01 17:27:30.681,820159,addtocart,44882,,618.0,808.0,159,111.0
2015-06-01 17:27:29.072,820159,addtocart,202052,,1421.0,808.0,159,111.0
2015-06-01 16:59:34.257,1235292,addtocart,441513,,1355.0,610.0,59,30.0
2015-06-01 23:51:58.094,820159,addtocart,111306,,1421.0,808.0,159,111.0
2015-06-01 23:21:55.962,327411,addtocart,135644,,686.0,686.0,17,6.0
2015-06-02 02:21:19.531,439680,addtocart,149230,,434.0,434.0,4,2.0
2015-06-02 01:27:23.146,350566,addtocart,192990,,72.0,1421.0,1524,892.0
2015-06-02 02:29:18.091,304214,addtocart,201116,,1091.0,1091.0,2,1.0
2015-06-02 01:33:56.200,535937,addtocart,422346,,427.0,427.0,41,24.0
2015-06-02 01:21:11.996,95994,addtocart,383212,,342.0,342.0,3,1.0
2015-06-01 20:28:26.290,341068,addtocart,63935,,491.0,491.0,4,1.0
2015-06-01 20:41:32.738,350566,addtocart,213464,,48.0,1421.0,1524,892.0
2015-06-01 20:05:07.815,404403,addtocart,118199,,683.0,610.0,539,338.0
2015-06-01 20:33:13.986,341068,addtocart,63935,,491.0,491.0,4,1.0
2015-06-01 20:14:01.750,660595,addtocart,179290,,531.0,531.0,3,1.0
2015-06-01 19:58:22.592,994582,addtocart,405853,,818.0,,1,0.0
2015-06-01 20:22:45.734,1161163,addtocart,183411,,589.0,618.0,1663,943.0
2015-06-01 20:12:29.855,131869,addtocart,183411,,589.0,589.0,3,1.0
2015-06-01 20:02:53.053,1183431,addtocart,31848,,1355.0,50.0,11,3.0
2015-06-01 07:24:51.775,393265,addtocart,254037,,1663.0,1393.0,51,20.0
2015-06-01 12:18:37.424,353915,addtocart,270120,,503.0,503.0,2,1.0
2015-06-01 06:29:22.450,244838,addtocart,102573,,769.0,769.0,12,4.0
2015-06-01 08:35:21.151,928995,addtocart,331514,,473.0,342.0,6,2.0
2015-06-01 12:34:31.007,1402642,addtocart,270886,,646.0,683.0,5,4.0
2015-06-01 10:53:27.985,66714,addtocart,320494,,819.0,819.0,7,5.0
2015-06-01 07:29:52.893,393265,addtocart,437165,,1605.0,1393.0,51,20.0
2015-06-01 06:15:28.784,536622,addtocart,220183,,274.0,274.0,2,1.0
2015-06-01 07:27:50.007,144478,addtocart,127123,,1483.0,1483.0,4,2.0
2015-06-01 10:48:31.652,183186,addtocart,306285,,1219.0,1219.0,51,44.0
2015-06-01 07:16:41.054,393265,addtocart,201157,,1605.0,1393.0,51,20.0
2015-06-01 07:07:44.776,1166506,addtocart,36035,,324.0,324.0,7,4.0
2015-06-01 12:41:18.180,693907,addtocart,37863,,47.0,47.0,2,1.0
2015-06-01 21:45:51.686,469194,addtocart,125318,,1650.0,1650.0,6,1.0
2015-06-01 22:12:03.966,457926,addtocart,457231,,496.0,496.0,35,15.0
2015-06-01 22:42:51.009,1380258,addtocart,161014,,1685.0,,2,0.0
2015-06-01 22:36:44.123,163905,addtocart,42002,,1415.0,1415.0,9,1.0
2015-06-01 22:19:56.379,184985,addtocart,442131,,1192.0,1192.0,2,1.0
2015-06-01 22:23:24.322,1109107,addtocart,124264,,568.0,,1,0.0
2015-06-01 21:45:37.505,469194,addtocart,432925,,1650.0,1650.0,6,1.0
2015-06-02 03:26:40.084,461963,addtocart,105823,,57.0,,1,0.0
2015-06-02 03:33:44.883,293009,addtocart,215599,,1511.0,1511.0,4,2.0
2015-06-02 03:38:25.645,1042749,addtocart,172967,,1558.0,1558.0,51,29.0
2015-06-02 03:15:04.462,1000567,addtocart,110379,,683.0,683.0,2,1.0
2015-06-02 03:21:38.686,748120,addtocart,427499,,491.0,491.0,5,1.0
2015-06-02 00:28:40.097,1041255,addtocart,10034,,1219.0,1219.0,4,1.0
2015-06-02 00:10:51.818,1359207,addtocart,69207,,51.0,51.0,6,2.0
2015-06-02 01:05:05.475,984168,addtocart,277609,,895.0,895.0,2,1.0
2015-06-02 00:26:18.921,807409,addtocart,218626,,1051.0,1051.0,5,4.0
2015-06-02 00:27:35.346,235310,addtocart,115611,,84.0,84.0,2,1.0
2015-06-01 19:43:39.062,1381164,addtocart,453390,,707.0,175.0,3,2.0
2015-06-01 19:43:11.369,1249058,addtocart,127926,,999.0,999.0,15,1.0
2015-06-01 19:04:22.005,173858,addtocart,29247,,337.0,610.0,52,26.0
2015-06-01 19:32:01.080,918020,addtocart,412898,,491.0,491.0,2,1.0
2015-06-01 19:27:29.711,447133,addtocart,185629,,417.0,,2,0.0
2015-06-01 19:38:50.252,422787,addtocart,259078,,586.0,586.0,5,2.0
2015-06-01 19:29:55.587,655979,addtocart,308967,,342.0,,1,0.0
2015-06-02 03:22:23.930,254763,addtocart,183107,,610.0,610.0,7,4.0
2015-06-02 03:38:51.395,301960,addtocart,312728,,1098.0,1098.0,2,1.0
2015-06-02 03:19:11.206,1229251,addtocart,246411,,589.0,589.0,12,5.0
2015-06-02 02:56:23.299,1406087,addtocart,19269,,228.0,730.0,15,3.0
2015-06-02 03:00:28.612,1283743,addtocart,421884,,1135.0,1135.0,7,3.0
2015-06-01 20:48:18.121,121688,addtocart,80582,,895.0,895.0,37,13.0
2015-06-01 20:52:17.047,1282975,addtocart,389814,,1393.0,,1,0.0
2015-06-01 21:24:40.872,552148,addtocart,81345,,1393.0,1393.0,3,1.0
2015-06-01 21:35:58.119,404403,addtocart,259078,,586.0,610.0,539,338.0
2015-06-01 21:40:27.687,659497,addtocart,120050,,1598.0,1598.0,2,1.0
2015-06-01 21:23:21.132,927479,addtocart,237017,,51.0,51.0,5,2.0
2015-06-02 05:16:48.047,529601,addtocart,161166,,1454.0,1454.0,8,2.0
2015-06-02 05:49:11.283,1402707,addtocart,258012,,1117.0,1117.0,6,2.0
2015-06-01 15:29:28.088,1162858,addtocart,387373,,959.0,,4,0.0
2015-06-01 15:52:09.914,309647,addtocart,19883,,822.0,822.0,7,2.0
2015-06-01 16:21:03.128,1052536,addtocart,192792,,683.0,683.0,12,9.0
2015-06-01 15:26:24.632,36694,addtocart,118208,,1672.0,1672.0,6,3.0
2015-06-01 16:20:12.674,273406,addtocart,256146,,147.0,367.0,35,19.0
2015-06-01 16:04:08.803,1381613,addtocart,189444,,343.0,343.0,6,3.0
2015-06-01 15:37:46.215,1235292,addtocart,133247,,610.0,610.0,59,30.0
2015-06-01 12:07:35.418,1354366,addtocart,259913,,1421.0,618.0,24,9.0
2015-06-01 10:20:01.008,1166562,addtocart,103311,,1085.0,1085.0,3,1.0
2015-06-01 07:29:55.470,393265,addtocart,276937,,242.0,1393.0,51,20.0
2015-06-01 07:24:05.581,393265,addtocart,109776,,242.0,1393.0,51,20.0
2015-06-01 07:19:11.569,393265,addtocart,298860,,242.0,1393.0,51,20.0
2015-06-01 07:18:56.088,393265,addtocart,435184,,242.0,1393.0,51,20.0
2015-06-01 07:17:58.326,563755,addtocart,389814,,1393.0,1393.0,5,1.0
2015-06-01 07:16:01.844,393265,addtocart,214820,,242.0,1393.0,51,20.0
2015-06-01 07:14:31.676,157419,addtocart,100367,,1567.0,1567.0,29,13.0
2015-06-01 12:04:02.904,902259,addtocart,441620,,50.0,50.0,8,2.0
2015-06-01 12:04:02.936,902259,addtocart,441620,,50.0,50.0,8,2.0
2015-06-01 07:00:29.013,157419,addtocart,135703,,1567.0,1567.0,29,13.0
2015-06-01 18:12:21.463,1235292,addtocart,4887,,610.0,610.0,59,30.0
2015-06-01 17:43:56.961,1326841,addtocart,14671,,1483.0,1483.0,3,2.0
2015-06-01 18:12:19.766,457035,addtocart,24855,,302.0,302.0,8,1.0
2015-06-01 18:42:17.728,350566,addtocart,284871,,1421.0,1421.0,1524,892.0
2015-06-01 18:14:08.255,1236753,addtocart,185179,,1317.0,1317.0,13,4.0
2015-06-01 18:31:42.487,1235292,addtocart,221963,,637.0,610.0,59,30.0
2015-06-01 18:15:41.953,820159,addtocart,457189,,1554.0,808.0,159,111.0
2015-06-01 17:55:51.549,1067960,addtocart,218817,,959.0,,1,0.0
2015-06-01 18:10:28.255,286616,addtocart,437293,,1584.0,317.0,2252,1230.0
2015-06-01 18:26:10.375,1235292,addtocart,272455,,558.0,610.0,59,30.0
2015-06-01 18:08:23.253,680869,addtocart,292750,,1483.0,1483.0,5,3.0
2015-06-01 18:16:09.011,820159,addtocart,457189,,1554.0,808.0,159,111.0
2015-06-01 17:55:02.656,621076,addtocart,98835,,959.0,,1,0.0
2015-06-01 18:40:05.948,404403,addtocart,4887,,610.0,610.0,539,338.0
2015-06-01 17:16:05.338,1392996,addtocart,188148,,1529.0,1529.0,3,1.0
2015-06-01 17:13:03.797,1235351,addtocart,393144,,1421.0,1421.0,8,6.0
2015-06-01 17:39:12.549,953999,addtocart,46232,,1317.0,1317.0,2,1.0
2015-06-01 17:30:32.114,111134,addtocart,170286,,797.0,797.0,5,1.0
2015-06-01 17:21:18.711,1230968,addtocart,104342,,487.0,487.0,6,1.0
2015-06-01 23:44:45.276,327411,addtocart,55671,,686.0,686.0,17,6.0
2015-06-01 22:50:24.613,1354338,addtocart,63639,,1385.0,1385.0,20,13.0
2015-06-01 23:15:32.544,434418,addtocart,159822,,684.0,684.0,63,17.0
2015-06-01 22:49:40.698,396761,addtocart,241874,,1051.0,1248.0,13,1.0
2015-06-01 23:15:53.307,1158248,addtocart,388853,,589.0,589.0,13,4.0
2015-06-01 22:55:40.373,1055684,addtocart,34064,,1017.0,1017.0,4,2.0
2015-06-02 01:18:06.687,611548,addtocart,442837,,1529.0,1529.0,4,1.0
2015-06-02 02:05:19.159,1233140,addtocart,387504,,1493.0,1493.0,11,4.0
2015-06-02 01:25:06.276,887733,addtocart,427499,,491.0,491.0,4,1.0
2015-06-02 02:09:39.082,404571,addtocart,255708,,1317.0,1317.0,5,1.0
2015-06-02 01:55:22.000,1279042,addtocart,17794,,302.0,84.0,18,6.0
2015-06-02 03:50:49.498,996134,addtocart,461180,,1248.0,1248.0,15,4.0
2015-06-02 04:01:19.534,1092695,addtocart,406581,,628.0,618.0,10,1.0
2015-06-02 04:02:58.050,1092695,addtocart,153984,,628.0,618.0,10,1.0
2015-06-02 04:09:02.980,1299250,addtocart,422948,,1483.0,1483.0,6,1.0
2015-06-02 04:35:03.631,770690,addtocart,190260,,317.0,317.0,3,1.0
2015-06-02 04:20:52.355,288847,addtocart,265966,,1503.0,1503.0,10,3.0
2015-06-01 22:03:22.397,478141,addtocart,268335,,1051.0,,1,0.0
2015-06-01 22:00:26.792,1020169,addtocart,175555,,1483.0,1163.0,65,25.0
2015-06-01 22:37:08.530,55135,addtocart,164885,,387.0,387.0,4,2.0
2015-06-01 21:46:42.302,138131,addtocart,38559,,65.0,959.0,1611,883.0
2015-06-01 22:15:07.345,1111359,addtocart,2135,,47.0,47.0,6,2.0
2015-06-01 22:02:23.307,302926,addtocart,277490,,1051.0,,1,0.0
2015-06-01 21:49:44.355,943950,addtocart,456489,,977.0,977.0,19,5.0
2015-06-01 13:50:37.615,746069,addtocart,154154,,1117.0,1117.0,8,1.0
2015-06-01 14:20:09.832,465169,addtocart,205829,,926.0,926.0,2,1.0
2015-06-01 15:01:33.256,529597,addtocart,456393,,1246.0,1246.0,16,5.0
2015-06-01 13:41:17.070,215952,addtocart,9635,,1578.0,1578.0,11,6.0
2015-06-01 15:10:55.051,529597,addtocart,160070,,558.0,1246.0,16,5.0
2015-06-01 19:47:44.018,1001673,addtocart,366859,,35.0,35.0,18,3.0
2015-06-01 19:55:13.550,1344887,addtocart,446524,,202.0,202.0,4,1.0
2015-06-01 20:36:51.831,121688,addtocart,15335,,1098.0,895.0,37,13.0
2015-06-01 20:03:21.237,1183431,addtocart,297852,,50.0,50.0,11,3.0
2015-06-02 01:01:17.466,350566,addtocart,251130,,1135.0,1421.0,1524,892.0
2015-06-02 00:38:29.472,1253168,addtocart,324462,,421.0,421.0,2,1.0
2015-06-02 01:08:37.858,651118,addtocart,230842,,959.0,959.0,5,1.0
2015-06-02 00:52:39.262,1016655,addtocart,29196,,1265.0,1098.0,12,4.0
2015-06-02 00:12:49.880,341294,addtocart,32843,,646.0,1220.0,8,4.0
2015-06-02 00:27:43.025,404403,addtocart,380493,,1089.0,610.0,539,338.0
2015-06-02 00:36:04.764,350566,addtocart,241716,,1483.0,1421.0,1524,892.0
2015-06-02 01:05:49.454,324487,addtocart,391451,,928.0,928.0,3,1.0
2015-06-02 00:01:17.294,198153,addtocart,108458,,1573.0,1098.0,535,328.0
2015-06-02 00:52:26.348,708918,addtocart,275559,,1173.0,1173.0,51,24.0
2015-06-02 00:20:10.887,198153,addtocart,409804,,1191.0,1098.0,535,328.0
2015-06-01 18:53:08.079,539658,addtocart,218626,,1051.0,1051.0,5,1.0
2015-06-01 19:04:10.359,295220,addtocart,335630,,450.0,450.0,36,26.0
2015-06-01 19:02:36.757,1204271,addtocart,140282,,549.0,549.0,2,1.0
2015-06-01 19:32:59.794,404403,addtocart,50934,,1322.0,610.0,539,338.0
2015-06-01 19:38:45.065,1128242,addtocart,308025,,1219.0,1219.0,2,1.0
2015-06-01 19:28:27.001,447133,addtocart,384753,,417.0,,2,0.0
2015-06-02 05:42:55.226,761633,addtocart,432152,,683.0,683.0,13,7.0
2015-06-02 05:11:16.219,1043433,addtocart,181045,,509.0,509.0,3,1.0
2015-06-02 05:08:57.418,433547,addtocart,82746,,487.0,1205.0,8,5.0
2015-06-02 05:38:57.403,77112,addtocart,38483,,1385.0,1385.0,4,3.0
2015-06-02 05:27:56.938,1076270,addtocart,36035,,324.0,324.0,23,8.0
2015-06-01 21:19:59.385,273406,addtocart,410587,,1254.0,367.0,35,19.0
2015-06-01 21:40:32.259,1370178,addtocart,253175,,1616.0,1616.0,3,2.0
2015-06-01 23:38:00.303,319880,addtocart,7943,,398.0,1483.0,5,2.0
2015-06-01 23:24:30.486,209328,addtocart,112119,,1248.0,1248.0,4,2.0
2015-06-01 23:28:13.533,1034396,addtocart,129191,,491.0,491.0,32,14.0
2015-06-01 23:15:43.424,1158248,addtocart,445864,,1135.0,589.0,13,4.0
2015-06-01 23:24:15.967,540248,addtocart,361956,,1279.0,1279.0,10,7.0
2015-06-01 23:14:36.111,1253762,addtocart,211259,,1388.0,1388.0,6,2.0
2015-06-01 16:15:31.640,273406,addtocart,246997,,1503.0,367.0,35,19.0
2015-06-01 15:30:32.828,972842,addtocart,312594,,1114.0,1114.0,6,2.0
2015-06-01 16:10:41.926,273406,addtocart,124065,,684.0,367.0,35,19.0
2015-06-01 16:23:10.452,586488,addtocart,100280,,1017.0,1017.0,2,1.0
2015-06-01 17:31:56.602,322407,addtocart,260957,,683.0,683.0,42,26.0
2015-06-01 17:30:53.256,600857,addtocart,415610,,984.0,984.0,4,1.0
2015-06-01 17:09:07.100,286616,addtocart,226820,,1418.0,317.0,2252,1230.0
2015-06-01 17:29:41.115,977567,addtocart,177773,,1051.0,1051.0,3,1.0
2015-06-01 17:18:03.496,350566,addtocart,183049,,1020.0,1421.0,1524,892.0
2015-06-01 17:25:43.075,1339727,addtocart,452295,,532.0,532.0,3,1.0
2015-06-01 17:14:42.424,1235292,addtocart,50577,,558.0,610.0,59,30.0
2015-06-01 17:35:04.089,1234375,addtocart,245168,,1375.0,1375.0,4,1.0
2015-06-01 16:55:38.775,1063774,addtocart,193623,,1303.0,1303.0,11,2.0
2015-06-01 18:07:19.911,1018888,addtocart,409804,,1191.0,1191.0,2,1.0
2015-06-01 18:40:16.765,404403,addtocart,234199,,610.0,610.0,539,338.0
2015-06-01 18:17:34.956,102363,addtocart,181811,,619.0,619.0,43,35.0
2015-06-01 18:18:28.763,1236753,addtocart,336393,,1464.0,1317.0,13,4.0
2015-06-01 17:57:48.750,524286,addtocart,167978,,491.0,491.0,6,2.0
2015-06-01 18:02:41.875,1235292,addtocart,133247,,610.0,610.0,59,30.0
2015-06-01 18:16:27.016,1055400,addtocart,201620,,471.0,471.0,4,2.0
2015-06-01 18:41:19.664,404403,addtocart,36013,,610.0,610.0,539,338.0
2015-06-01 18:39:17.466,96806,addtocart,155050,,72.0,72.0,3,1.0
2015-06-01 18:41:49.097,350566,addtocart,54058,,618.0,1421.0,1524,892.0
2015-06-01 18:22:35.175,173858,addtocart,184524,,610.0,610.0,52,26.0
2015-06-01 06:36:11.981,847668,addtocart,256473,,606.0,606.0,6,2.0
2015-06-01 12:28:46.795,99830,addtocart,219821,,196.0,196.0,40,15.0
2015-06-01 07:30:29.093,393265,addtocart,246254,,242.0,1393.0,51,20.0
2015-06-01 12:39:17.254,1061098,addtocart,313835,,499.0,,1,0.0
2015-06-01 07:24:41.552,393265,addtocart,153379,,1663.0,1393.0,51,20.0
2015-06-01 07:25:46.482,393265,addtocart,131386,,1663.0,1393.0,51,20.0
2015-06-01 08:55:36.750,1168458,addtocart,296795,,586.0,586.0,6,2.0
2015-06-01 12:29:03.627,99830,addtocart,224700,,317.0,196.0,40,15.0
2015-06-02 04:26:52.441,831966,addtocart,130231,,1544.0,1544.0,4,1.0
2015-06-02 04:00:13.418,1092695,addtocart,179001,,84.0,618.0,10,1.0
2015-06-02 01:27:07.159,1278741,addtocart,188723,,1051.0,1051.0,3,1.0
2015-06-02 01:57:45.591,517335,addtocart,42819,,586.0,586.0,2,1.0
2015-06-02 01:27:24.765,1148247,addtocart,308967,,342.0,342.0,2,1.0
2015-06-02 01:33:40.943,165849,addtocart,160272,,1192.0,1192.0,2,1.0
2015-06-02 01:41:12.120,850829,addtocart,340749,,1205.0,1205.0,3,1.0
2015-06-02 01:45:23.511,1038812,addtocart,255708,,1317.0,1317.0,4,1.0
2015-06-02 01:55:53.781,88841,addtocart,37068,,760.0,760.0,15,5.0
2015-06-02 02:17:53.237,1281446,addtocart,55925,,1018.0,348.0,13,7.0
2015-06-01 20:41:30.512,121688,addtocart,237753,,1529.0,895.0,37,13.0
2015-06-01 20:03:06.331,1183431,addtocart,227880,,558.0,50.0,11,3.0
2015-06-01 20:11:21.471,121688,addtocart,105792,,1355.0,895.0,37,13.0
2015-06-01 20:36:26.064,210107,addtocart,69974,,818.0,818.0,2,1.0
2015-06-01 19:48:24.719,957425,addtocart,360877,,1173.0,1173.0,2,1.0
2015-06-01 20:06:37.312,121688,addtocart,302422,,438.0,895.0,37,13.0
2015-06-01 22:01:52.542,404403,addtocart,441668,,1263.0,610.0,539,338.0
2015-06-01 22:04:51.636,1654,addtocart,123555,,479.0,479.0,5,1.0
2015-06-01 21:45:46.489,469194,addtocart,432478,,1650.0,1650.0,6,1.0
2015-06-01 22:10:44.985,1020169,addtocart,291394,,1163.0,1163.0,65,25.0
2015-06-01 13:50:23.435,1003716,addtocart,8300,,959.0,959.0,4,3.0
2015-06-01 13:52:40.506,1205129,addtocart,256706,,185.0,959.0,11,5.0
2015-06-01 14:10:22.897,587993,addtocart,29196,,1265.0,1265.0,4,2.0
2015-06-01 15:00:53.075,529597,addtocart,437638,,1649.0,1246.0,16,5.0
2015-06-01 15:01:14.551,529597,addtocart,60385,,1649.0,1246.0,16,5.0
2015-06-02 03:22:44.166,254763,addtocart,426520,,610.0,610.0,7,4.0
2015-06-02 02:34:48.066,536757,addtocart,303517,,869.0,869.0,18,8.0
2015-06-02 03:01:30.956,748120,addtocart,427499,,491.0,491.0,5,1.0
2015-06-02 03:39:01.176,934835,addtocart,332918,,1047.0,884.0,6,4.0
2015-06-02 03:41:26.111,1146136,addtocart,370325,,269.0,269.0,3,1.0
2015-06-02 03:22:20.075,254763,addtocart,99596,,610.0,610.0,7,4.0
2015-06-02 00:51:27.024,328126,addtocart,159822,,684.0,,2,0.0
2015-06-02 01:00:56.400,902045,addtocart,449822,,1051.0,1051.0,8,2.0
2015-06-02 00:21:48.671,1285763,addtocart,317435,,1558.0,1558.0,6,2.0
2015-06-01 23:55:59.981,858957,addtocart,8557,,1500.0,1500.0,8,3.0
2015-06-01 19:02:02.904,457035,addtocart,24855,,302.0,302.0,8,1.0
2015-06-01 19:14:51.481,283862,addtocart,442521,,1135.0,1135.0,5,3.0
2015-06-01 19:43:34.627,639332,addtocart,294438,,196.0,196.0,4,2.0
2015-06-01 19:30:17.900,894941,addtocart,408963,,1385.0,,2,0.0
2015-06-01 19:01:15.917,1161163,addtocart,383396,,959.0,618.0,1663,943.0
2015-06-01 18:47:47.752,1212037,addtocart,32147,,227.0,227.0,3,1.0
2015-06-01 19:09:20.638,1029376,addtocart,411553,,342.0,,3,1.0
2015-06-01 19:31:31.230,639964,addtocart,360258,,1135.0,844.0,15,9.0
2015-06-02 03:34:26.485,530205,addtocart,458637,,959.0,959.0,4,1.0
2015-06-02 02:38:04.342,422045,addtocart,361554,,1173.0,959.0,22,11.0
2015-06-02 03:09:35.380,855126,addtocart,322642,,927.0,927.0,3,2.0
2015-06-02 03:38:59.125,934835,addtocart,14758,,1253.0,884.0,6,4.0
2015-06-01 21:35:35.423,539910,addtocart,385201,,50.0,50.0,7,2.0
2015-06-01 21:14:16.254,214589,addtocart,267010,,1573.0,1573.0,3,2.0
2015-06-01 21:29:44.936,610183,addtocart,270144,,1051.0,1051.0,25,19.0
2015-06-02 05:15:32.534,1076270,addtocart,262799,,324.0,324.0,23,8.0
2015-06-02 05:15:04.658,1076270,addtocart,269430,,324.0,324.0,23,8.0
2015-06-01 20:01:20.823,392700,addtocart,243355,,921.0,921.0,8,1.0
2015-06-01 19:57:41.662,139737,addtocart,280375,,1173.0,1173.0,4,3.0
2015-06-01 20:18:18.620,1076943,addtocart,92361,,959.0,959.0,3,1.0
2015-06-01 20:05:35.666,121492,addtocart,63212,,196.0,196.0,4,2.0
2015-06-01 19:59:06.811,121688,addtocart,200793,,884.0,895.0,37,13.0
2015-06-01 19:47:49.874,162815,addtocart,1684,,209.0,209.0,3,1.0
2015-06-01 19:58:54.756,1330627,addtocart,443030,,1098.0,1098.0,6,4.0
2015-06-01 20:16:28.631,316850,addtocart,58059,,984.0,959.0,1752,989.0
2015-06-01 20:19:56.691,96426,addtocart,37029,,1483.0,1483.0,4,2.0
2015-06-01 17:14:51.849,590466,addtocart,187611,,1567.0,1388.0,3,2.0
2015-06-01 17:08:03.939,1093035,addtocart,193623,,1303.0,683.0,606,325.0
2015-06-01 17:34:08.948,1288983,addtocart,385086,,531.0,531.0,4,2.0
2015-06-01 16:44:49.756,350566,addtocart,379520,,29.0,1421.0,1524,892.0
2015-06-01 17:38:31.993,873401,addtocart,281211,,1542.0,1542.0,4,1.0
2015-06-01 17:19:55.027,552056,addtocart,379092,,822.0,822.0,4,1.0
2015-06-01 17:03:46.518,1235292,addtocart,272455,,558.0,610.0,59,30.0
2015-06-01 17:38:07.087,1045411,addtocart,16820,,635.0,1317.0,20,14.0
2015-06-01 17:37:48.143,945184,addtocart,245400,,196.0,196.0,3,1.0
2015-06-01 17:21:44.481,987748,addtocart,118720,,683.0,683.0,11,8.0
2015-06-01 21:58:03.008,1093035,addtocart,71733,,470.0,683.0,606,325.0
2015-06-01 22:25:09.993,441971,addtocart,234493,,342.0,,1,0.0
2015-06-01 22:06:22.622,1093880,addtocart,318333,,1293.0,1293.0,3,2.0
2015-06-01 22:41:25.337,951571,addtocart,99610,,928.0,928.0,2,1.0
2015-06-01 22:42:36.864,1380258,addtocart,182128,,1685.0,,2,0.0
2015-06-01 22:04:25.060,291283,addtocart,300559,,1483.0,1483.0,7,1.0
2015-06-01 22:01:53.386,464138,addtocart,428257,,1529.0,1529.0,3,1.0
2015-06-01 06:59:39.642,157419,addtocart,63769,,1567.0,1567.0,29,13.0
2015-06-01 07:22:11.734,1213884,addtocart,364064,,66.0,1098.0,3,1.0
2015-06-01 07:18:11.095,763416,addtocart,334273,,491.0,491.0,2,1.0
2015-06-01 07:07:53.346,157419,addtocart,150185,,1567.0,1567.0,29,13.0
2015-06-01 08:23:59.812,592787,addtocart,337772,,94.0,589.0,50,19.0
